ecological_impact,economic_impact,bias,uncertainty,scarcity,scenario,station,raw_ecological_impact,cooperation_percentage,scarcity_color,scenario_color,scenario_name,station_color
0.6682539682539682,0.24665974766071835,0.25,0.5,low,1.yml,1,1323.0,0.9470142857142857,yellow,red,1,green
0.6724867724867725,0.048542152526708675,-0.25,0.0,low,1.yml,1,1331.0,0.9273571428571429,yellow,red,1,green
0.6703703703703704,0.20038018188577758,-0.25,0.25,low,1.yml,1,1327.0,0.9464142857142858,yellow,red,1,green
0.6730158730158731,0.26202986763278957,-0.25,0.5,low,1.yml,1,1332.0,0.9504428571428571,yellow,red,1,green
0.6735449735449736,0.14156591868943333,0.5,0.0,low,1.yml,1,1333.0,0.9424857142857143,yellow,red,1,green
0.6708994708994709,0.28793054754320657,0.5,0.25,low,1.yml,1,1328.0,0.9510857142857143,yellow,red,1,green
0.6777777777777778,-0.031568701430157144,0.5,0.5,low,1.yml,1,1341.0,0.9293571428571429,yellow,red,1,green
2.687830687830688,-1.8844091657409288,-0.5,0.0,low,1.yml,1,1360.0,0.9366428571428571,yellow,red,1,green
2.6915343915343914,-2.0052330428597473,-0.5,0.25,low,1.yml,1,1367.0,0.9327142857142857,yellow,red,1,green
2.6804232804232804,-2.1918734631636902,-0.5,0.5,low,1.yml,1,1346.0,0.9257285714285715,yellow,red,1,green
0.6814814814814815,-0.08649028348162495,0.0,0.0,low,0-v.yml,1,1348.0,0.9599857142857143,yellow,purple,0-v,green
0.6714285714285714,0.13602511663490865,0.0,0.0,low,1-v.yml,1,1329.0,0.9403857142857143,yellow,orange,1-v,green
0.6788359788359788,-0.45251123054202713,0.0,0.0,low,0-b.yml,1,1343.0,0.9460857142857143,yellow,blue,0-b,green
0.6682539682539682,0.35988738670592785,0.0,0.0,low,1-b.yml,1,1323.0,0.954,yellow,red,1-b,green
0.6835978835978836,-0.3058334388140369,0.0,0.0,low,0-c.yml,1,1352.0,0.9501,yellow,blue,0-c,green
0.671957671957672,0.16928612375686683,0.0,0.0,low,1-c.yml,1,1330.0,0.9431142857142857,yellow,red,1-c,green
0.7471615720524017,0.022382768593398824,0.0,0.0,medium,0.yml,1,1771.0,0.9573714285714285,orange,blue,0,green
0.7489082969432315,0.009371487903210244,0.0,0.25,medium,0.yml,1,1775.0,0.9573857142857143,orange,blue,0,green
0.7475982532751092,-0.06532310653016858,0.0,0.5,medium,0.yml,1,1772.0,0.9533714285714285,orange,blue,0,green
0.780349344978166,-0.11888455439916319,0.25,0.0,medium,0.yml,1,1847.0,0.9525,orange,blue,0,green
0.7746724890829695,0.04492491551071036,0.25,0.25,medium,0.yml,1,1834.0,0.9569428571428571,orange,blue,0,green
0.7737991266375546,0.03943698000566976,0.25,0.5,medium,0.yml,1,1832.0,0.9580571428571428,orange,blue,0,green
0.7419213973799127,-0.07134901666921462,-0.25,0.0,medium,0.yml,1,1759.0,0.9539285714285715,orange,blue,0,green
0.7436681222707423,-0.06017474883219609,-0.25,0.25,medium,0.yml,1,1763.0,0.9502571428571429,orange,blue,0,green
0.748471615720524,-0.08420208601518075,-0.25,0.5,medium,0.yml,1,1774.0,0.9474857142857143,orange,blue,0,green
0.780349344978166,0.0413777866303674,0.5,0.0,medium,0.yml,1,1847.0,0.9578142857142857,orange,blue,0,green
0.7777292576419214,0.14470142612689416,0.5,0.25,medium,0.yml,1,1841.0,0.9611,orange,blue,0,green
0.777292576419214,0.08824666338456759,0.5,0.5,medium,0.yml,1,1840.0,0.9602,orange,blue,0,green
0.6978165938864629,-1.398941008329905,-0.5,0.0,medium,0.yml,1,1658.0,0.8917,orange,blue,0,green
0.6917030567685589,-0.9945474323595337,-0.5,0.25,medium,0.yml,1,1644.0,0.9127285714285714,orange,blue,0,green
0.7043668122270742,-1.0265027988332502,-0.5,0.5,medium,0.yml,1,1673.0,0.8972,orange,blue,0,green
0.7681222707423581,0.2197674688281825,0.0,0.0,medium,1.yml,1,1819.0,0.9440714285714286,orange,red,1,green
0.7572052401746725,0.3764227600754052,0.0,0.25,medium,1.yml,1,1794.0,0.9559,orange,red,1,green
0.7510917030567685,0.37317539115236303,0.0,0.5,medium,1.yml,1,1780.0,0.9551571428571428,orange,red,1,green
0.7755458515283843,0.38769422321500097,0.25,0.0,medium,1.yml,1,1836.0,0.9557,orange,red,1,green
0.7768558951965066,0.38003960483678023,0.25,0.25,medium,1.yml,1,1839.0,0.9574571428571429,orange,red,1,green
0.7681222707423581,0.4134455904444377,0.25,0.5,medium,1.yml,1,1819.0,0.9569142857142857,orange,red,1,green
0.7462882096069869,0.3439049276997319,-0.25,0.0,medium,1.yml,1,1769.0,0.9524571428571429,orange,red,1,green
0.7436681222707423,0.24596424744947304,-0.25,0.25,medium,1.yml,1,1763.0,0.9449,orange,red,1,green
2.7375545851528384,-1.7099086820526503,-0.25,0.5,medium,1.yml,1,1749.0,0.9493714285714285,orange,red,1,green
0.7759825327510917,0.447825272091253,0.5,0.0,medium,1.yml,1,1837.0,0.9606714285714286,orange,red,1,green
0.780349344978166,0.3841427427428976,0.5,0.25,medium,1.yml,1,1847.0,0.9557857142857142,orange,red,1,green
0.7768558951965066,0.34326637441927255,0.5,0.5,medium,1.yml,1,1839.0,0.9550428571428572,orange,red,1,green
2.7052401746724892,-1.8463321380802977,-0.5,0.0,medium,1.yml,1,1675.0,0.9344285714285714,orange,red,1,green
0.7174672489082969,0.038526724460309164,-0.5,0.25,medium,1.yml,1,1703.0,0.9215714285714286,orange,red,1,green
0.719650655021834,0.0989197794925103,-0.5,0.5,medium,1.yml,1,1708.0,0.9289857142857143,orange,red,1,green
0.7471615720524017,-0.17758380948597385,0.0,0.0,medium,0-v.yml,1,1771.0,0.9497571428571429,orange,purple,0-v,green
0.7563318777292577,0.3828029758779024,0.0,0.0,medium,1-v.yml,1,1792.0,0.9571,orange,orange,1-v,green
0.7506550218340612,-0.0006269512182092527,0.0,0.0,medium,0-b.yml,1,1779.0,0.9572428571428572,orange,blue,0-b,green
0.7615720524017467,0.31732814562939143,0.0,0.0,medium,1-b.yml,1,1804.0,0.9519857142857143,orange,red,1-b,green
0.7524017467248908,-0.088093579871414,0.0,0.0,medium,0-c.yml,1,1783.0,0.9545857142857143,orange,blue,0-c,green
0.756768558951965,0.27008363441186556,0.0,0.0,medium,1-c.yml,1,1793.0,0.9454857142857143,orange,red,1-c,green
2.747887323943662,-1.6929798664276139,0.0,0.0,high,0.yml,1,2184.0,0.9679142857142857,red,blue,0,green
0.7517605633802817,0.2210655558040538,0.0,0.25,high,0.yml,1,2195.0,0.9654142857142857,red,blue,0,green
0.7366197183098592,0.18819457931025635,0.0,0.5,high,0.yml,1,2152.0,0.9627714285714286,red,blue,0,green
0.7609154929577465,0.17850906778728623,0.25,0.0,high,0.yml,1,2221.0,0.9656285714285714,red,blue,0,green
0.7563380281690141,0.22216265876064825,0.25,0.25,high,0.yml,1,2208.0,0.9684285714285714,red,blue,0,green
0.7559859154929578,0.37984912451526265,0.25,0.5,high,0.yml,1,2207.0,0.9721428571428572,red,blue,0,green
0.6799295774647888,-0.1945390914972126,-0.25,0.0,high,0.yml,1,1991.0,0.9311571428571429,red,blue,0,green
0.6890845070422535,-0.5052092574995228,-0.25,0.25,high,0.yml,1,2017.0,0.9203142857142858,red,blue,0,green
0.7007042253521126,-0.27382054290259683,-0.25,0.5,high,0.yml,1,2050.0,0.9380142857142857,red,blue,0,green
0.7616197183098592,0.3905595968242474,0.5,0.0,high,0.yml,1,2223.0,0.9731428571428572,red,blue,0,green
0.7672535211267606,0.3157104699178535,0.5,0.25,high,0.yml,1,2239.0,0.9706285714285714,red,blue,0,green
0.7637323943661972,0.36382525802539706,0.5,0.5,high,0.yml,1,2229.0,0.9721,red,blue,0,green
0.6690140845070423,-0.8730872316129983,-0.5,0.0,high,0.yml,1,1960.0,0.9012142857142857,red,blue,0,green
0.6654929577464789,-0.7570452990023779,-0.5,0.25,high,0.yml,1,1950.0,0.8960142857142858,red,blue,0,green
0.6626760563380282,-0.6342480936545701,-0.5,0.5,high,0.yml,1,1942.0,0.9037,red,blue,0,green
0.7588028169014085,0.3301769769885794,0.0,0.0,high,1.yml,1,2215.0,0.9575714285714285,red,red,1,green
2.744718309859155,-1.619858549558734,0.0,0.25,high,1.yml,1,2175.0,0.9589571428571428,red,red,1,green
2.75387323943662,-1.5852927008058206,0.0,0.5,high,1.yml,1,2201.0,0.9586857142857143,red,red,1,green
0.7623239436619719,0.3866760119704342,0.25,0.0,high,1.yml,1,2225.0,0.9584142857142857,red,red,1,green
0.7640845070422535,0.38287711431154514,0.25,0.25,high,1.yml,1,2230.0,0.9618,red,red,1,green
0.7630281690140845,0.3755286993436168,0.25,0.5,high,1.yml,1,2227.0,0.9572571428571428,red,red,1,green
2.6795774647887325,-1.646561192706003,-0.25,0.0,high,1.yml,1,1990.0,0.9420571428571428,red,red,1,green
2.6809859154929576,-1.5942439255702971,-0.25,0.25,high,1.yml,1,1994.0,0.9476,red,red,1,green
2.698943661971831,-1.6882065756820035,-0.25,0.5,high,1.yml,1,2045.0,0.9418428571428571,red,red,1,green
0.7697183098591549,0.4503887413451259,0.5,0.0,high,1.yml,1,2246.0,0.9643714285714285,red,red,1,green
0.7704225352112676,0.3836621879483961,0.5,0.25,high,1.yml,1,2248.0,0.9598571428571429,red,red,1,green
0.7697183098591549,0.4136667329961737,0.5,0.5,high,1.yml,1,2246.0,0.9610714285714286,red,red,1,green
0.6612676056338028,0.07425261783610704,-0.5,0.0,high,1.yml,1,1938.0,0.9191714285714285,red,red,1,green
0.6651408450704225,0.07118703491250404,-0.5,0.25,high,1.yml,1,1949.0,0.9251571428571429,red,red,1,green
0.6595070422535211,0.13566862258921164,-0.5,0.5,high,1.yml,1,1933.0,0.9321714285714285,red,red,1,green
0.7475352112676056,0.29754556861159315,0.0,0.0,high,0-v.yml,1,2183.0,0.9678,red,purple,0-v,green
2.751760563380282,-1.606838670854929,0.0,0.0,high,1-v.yml,1,2195.0,0.9535571428571429,red,orange,1-v,green
0.7514084507042254,0.4149099278923375,0.0,0.0,high,0-b.yml,1,2194.0,0.9696,red,blue,0-b,green
2.7524647887323943,-1.6400804048258855,0.0,0.0,high,1-b.yml,1,2197.0,0.9499857142857143,red,red,1-b,green
0.7517605633802817,0.326317315657139,0.0,0.0,high,0-c.yml,1,2195.0,0.9688285714285715,red,blue,0-c,green
0.7605633802816901,0.3815806386433629,0.0,0.0,high,1-c.yml,1,2220.0,0.9555714285714285,red,red,1-c,green
0.6316666666666667,0.9255045029005534,0.0,0.0,low,0.yml,2,379.0,0.8240428571428572,yellow,blue,0,blue
0.66,0.9204412179778243,0.0,0.25,low,0.yml,2,396.0,0.8038714285714286,yellow,blue,0,blue
0.6683333333333333,0.9198507494430465,0.0,0.5,low,0.yml,2,401.0,0.8359,yellow,blue,0,blue
0.7683333333333333,0.9309158889715479,0.25,0.0,low,0.yml,2,461.0,0.7979714285714286,yellow,blue,0,blue
0.7516666666666667,0.932176286010035,0.25,0.25,low,0.yml,2,451.0,0.8296714285714286,yellow,blue,0,blue
0.7616666666666667,0.9316260240808435,0.25,0.5,low,0.yml,2,457.0,0.8234428571428571,yellow,blue,0,blue
0.6383333333333333,0.8994777534205489,-0.25,0.0,low,0.yml,2,383.0,0.7466285714285714,yellow,blue,0,blue
0.615,0.9001998803012462,-0.25,0.25,low,0.yml,2,369.0,0.7646857142857143,yellow,blue,0,blue
0.6416666666666667,0.8945626851752662,-0.25,0.5,low,0.yml,2,385.0,0.7867571428571428,yellow,blue,0,blue
0.8183333333333334,0.9341393760635986,0.5,0.0,low,0.yml,2,491.0,0.7963428571428571,yellow,blue,0,blue
0.81,0.9350864728987232,0.5,0.25,low,0.yml,2,486.0,0.8229857142857143,yellow,blue,0,blue
0.8116666666666666,0.9318411534084087,0.5,0.5,low,0.yml,2,487.0,0.8212714285714285,yellow,blue,0,blue
0.535,0.8539885046414277,-0.5,0.0,low,0.yml,2,321.0,0.6478571428571429,yellow,blue,0,blue
0.515,0.8567133345299145,-0.5,0.25,low,0.yml,2,309.0,0.6785571428571429,yellow,blue,0,blue
2.51,-1.1556958473343493,-0.5,0.5,low,0.yml,2,306.0,0.7065,yellow,blue,0,blue
2.6816666666666666,-1.0563552424718468,0.0,0.0,low,1.yml,2,409.0,0.7989,yellow,red,1,blue
2.6566666666666667,-1.0574444092883462,0.0,0.25,low,1.yml,2,394.0,0.8079428571428572,yellow,red,1,blue
0.6783333333333333,0.9396864839106157,0.0,0.5,low,1.yml,2,407.0,0.8048571428571428,yellow,red,1,blue
0.77,0.9450767569636264,0.25,0.0,low,1.yml,2,462.0,0.8284714285714285,yellow,red,1,blue
2.7766666666666664,-1.053826451281795,0.25,0.25,low,1.yml,2,466.0,0.7907,yellow,red,1,blue
0.755,0.9410332450729123,0.25,0.5,low,1.yml,2,453.0,0.8353857142857143,yellow,red,1,blue
0.635,0.9216095688738035,-0.25,0.0,low,1.yml,2,381.0,0.8183428571428571,yellow,red,1,blue
0.6383333333333333,0.9216382864501421,-0.25,0.25,low,1.yml,2,383.0,0.8228714285714286,yellow,red,1,blue
0.65,0.9190912314046801,-0.25,0.5,low,1.yml,2,390.0,0.7994,yellow,red,1,blue
0.8033333333333333,0.9476423747489022,0.5,0.0,low,1.yml,2,482.0,0.8365142857142858,yellow,red,1,blue
0.815,0.9483005076170886,0.5,0.25,low,1.yml,2,489.0,0.8285571428571429,yellow,red,1,blue
0.8016666666666666,0.9484082220387549,0.5,0.5,low,1.yml,2,481.0,0.8333714285714285,yellow,red,1,blue
0.6216666666666667,0.8602343989465115,-0.5,0.0,low,1.yml,2,373.0,0.7502571428571428,yellow,red,1,blue
0.7,0.8585166451727224,-0.5,0.25,low,1.yml,2,420.0,0.7579571428571429,yellow,red,1,blue
0.675,0.8532725668926024,-0.5,0.5,low,1.yml,2,405.0,0.7313428571428572,yellow,red,1,blue
0.65,0.9239971147160104,0.0,0.0,low,0-v.yml,2,390.0,0.7976714285714286,yellow,purple,0-v,blue
0.6933333333333334,0.9409300522028018,0.0,0.0,low,1-v.yml,2,416.0,0.8159142857142857,yellow,orange,1-v,blue
0.6733333333333333,0.9217173006078135,0.0,0.0,low,0-b.yml,2,404.0,0.8200714285714286,yellow,blue,0-b,blue
0.6866666666666666,0.9420317940195806,0.0,0.0,low,1-b.yml,2,412.0,0.7895142857142857,yellow,red,1-b,blue
0.6766666666666666,0.9229173743957905,0.0,0.0,low,0-c.yml,2,406.0,0.8055285714285715,yellow,blue,0-c,blue
2.6533333333333333,-1.0571247061867215,0.0,0.0,low,1-c.yml,2,392.0,0.7964571428571429,yellow,red,1-c,blue
0.6072580645161291,0.8686540631729067,0.0,0.0,medium,0.yml,2,753.0,0.8322571428571428,orange,blue,0,blue
0.6064516129032258,0.8688939278811024,0.0,0.25,medium,0.yml,2,752.0,0.8168,orange,blue,0,blue
0.6266129032258064,0.8643652207491893,0.0,0.5,medium,0.yml,2,777.0,0.8199857142857143,orange,blue,0,blue
0.6846774193548387,0.876844378965396,0.25,0.0,medium,0.yml,2,849.0,0.8321142857142857,orange,blue,0,blue
0.6790322580645162,0.8809376625342634,0.25,0.25,medium,0.yml,2,842.0,0.8280142857142857,orange,blue,0,blue
0.6741935483870968,0.8766908970850676,0.25,0.5,medium,0.yml,2,836.0,0.8368571428571429,orange,blue,0,blue
0.5088709677419355,0.8282533170568996,-0.25,0.0,medium,0.yml,2,631.0,0.7742571428571429,orange,blue,0,blue
0.5161290322580645,0.8313234331647563,-0.25,0.25,medium,0.yml,2,640.0,0.7730571428571429,orange,blue,0,blue
0.5524193548387096,0.822788310620637,-0.25,0.5,medium,0.yml,2,685.0,0.7933714285714286,orange,blue,0,blue
0.7443548387096774,0.8862064929346546,0.5,0.0,medium,0.yml,2,923.0,0.8578285714285714,orange,blue,0,blue
0.7508064516129033,0.8835701584000171,0.5,0.25,medium,0.yml,2,931.0,0.8484571428571429,orange,blue,0,blue
0.7467741935483871,0.8842274625549847,0.5,0.5,medium,0.yml,2,926.0,0.8291714285714286,orange,blue,0,blue
0.4120967741935484,0.7836856550838753,-0.5,0.0,medium,0.yml,2,511.0,0.7426571428571429,orange,blue,0,blue
0.442741935483871,0.7764032045506465,-0.5,0.25,medium,0.yml,2,549.0,0.7225714285714285,orange,blue,0,blue
0.47258064516129034,0.7787682040769437,-0.5,0.5,medium,0.yml,2,586.0,0.7010571428571428,orange,blue,0,blue
2.5911290322580647,-1.0973813722480263,0.0,0.0,medium,1.yml,2,733.0,0.8198428571428571,orange,red,1,blue
0.6064516129032258,0.8982664917650414,0.0,0.25,medium,1.yml,2,752.0,0.8459285714285715,orange,red,1,blue
2.608064516129032,-1.100742835167189,0.0,0.5,medium,1.yml,2,754.0,0.8374857142857143,orange,red,1,blue
2.682258064516129,-1.0947354295454037,0.25,0.0,medium,1.yml,2,846.0,0.8298285714285715,orange,red,1,blue
2.6620967741935484,-1.095411158369496,0.25,0.25,medium,1.yml,2,821.0,0.8545571428571429,orange,red,1,blue
2.6516129032258062,-1.0913776570925078,0.25,0.5,medium,1.yml,2,808.0,0.8361571428571428,orange,red,1,blue
0.4870967741935484,0.8722062892369062,-0.25,0.0,medium,1.yml,2,604.0,0.7900571428571429,orange,red,1,blue
0.5185483870967742,0.8704930589489172,-0.25,0.25,medium,1.yml,2,643.0,0.8136285714285715,orange,red,1,blue
2.5064516129032257,-1.1305467635458846,-0.25,0.5,medium,1.yml,2,628.0,0.8153428571428571,orange,red,1,blue
0.7225806451612903,0.9029205651160306,0.5,0.0,medium,1.yml,2,896.0,0.8611571428571428,orange,red,1,blue
0.7161290322580646,0.9027440468980632,0.5,0.25,medium,1.yml,2,888.0,0.8576285714285714,orange,red,1,blue
2.725806451612903,-1.0960163942669945,0.5,0.5,medium,1.yml,2,900.0,0.8398714285714286,orange,red,1,blue
0.5435483870967742,0.7966844413490172,-0.5,0.0,medium,1.yml,2,674.0,0.7754428571428571,orange,red,1,blue
0.507258064516129,0.7912981154800834,-0.5,0.25,medium,1.yml,2,629.0,0.7722714285714286,orange,red,1,blue
0.5467741935483871,0.8007330257667045,-0.5,0.5,medium,1.yml,2,678.0,0.7575285714285714,orange,red,1,blue
0.6096774193548387,0.8661546270161729,0.0,0.0,medium,0-v.yml,2,756.0,0.8315285714285714,orange,purple,0-v,blue
2.6048387096774195,-1.100615468525307,0.0,0.0,medium,1-v.yml,2,750.0,0.8240714285714286,orange,orange,1-v,blue
0.6201612903225806,0.8645976640947661,0.0,0.0,medium,0-b.yml,2,769.0,0.8152428571428572,orange,blue,0-b,blue
2.5862903225806453,-1.0981287427098532,0.0,0.0,medium,1-b.yml,2,727.0,0.8355285714285714,orange,red,1-b,blue
0.6419354838709678,0.8712643086899854,0.0,0.0,medium,0-c.yml,2,796.0,0.8127428571428571,orange,blue,0-c,blue
0.6064516129032258,0.8952780177334354,0.0,0.0,medium,1-c.yml,2,752.0,0.8271142857142857,orange,red,1-c,blue
0.543455497382199,0.8135219455315256,0.0,0.0,high,0.yml,2,1038.0,0.8363857142857143,red,blue,0,blue
0.5486910994764398,0.8171836725480036,0.0,0.25,high,0.yml,2,1048.0,0.8259,red,blue,0,blue
0.5549738219895288,0.8131060321395218,0.0,0.5,high,0.yml,2,1060.0,0.8385,red,blue,0,blue
0.6518324607329843,0.838644892589848,0.25,0.0,high,0.yml,2,1245.0,0.8541142857142857,red,blue,0,blue
0.6445026178010471,0.8382141412055107,0.25,0.25,high,0.yml,2,1231.0,0.8471571428571428,red,blue,0,blue
0.650261780104712,0.8357895686860751,0.25,0.5,high,0.yml,2,1242.0,0.8411285714285714,red,blue,0,blue
0.48795811518324606,0.7857658048872231,-0.25,0.0,high,0.yml,2,932.0,0.7724285714285715,red,blue,0,blue
0.4539267015706806,0.7737200235586112,-0.25,0.25,high,0.yml,2,867.0,0.8025571428571429,red,blue,0,blue
0.4654450261780105,0.7798761812901668,-0.25,0.5,high,0.yml,2,889.0,0.7812571428571429,red,blue,0,blue
0.6984293193717277,0.844414494059463,0.5,0.0,high,0.yml,2,1334.0,0.8543,red,blue,0,blue
0.6848167539267016,0.8465891538869944,0.5,0.25,high,0.yml,2,1308.0,0.8489285714285715,red,blue,0,blue
0.6979057591623037,0.8431081026164635,0.5,0.5,high,0.yml,2,1333.0,0.8441285714285715,red,blue,0,blue
0.3806282722513089,0.729081840369071,-0.5,0.0,high,0.yml,2,727.0,0.7574714285714286,red,blue,0,blue
0.36649214659685864,0.7117911238020934,-0.5,0.25,high,0.yml,2,700.0,0.7633857142857143,red,blue,0,blue
0.3968586387434555,0.710817814078547,-0.5,0.5,high,0.yml,2,758.0,0.7645428571428572,red,blue,0,blue
2.5151832460732986,-1.138240995677408,0.0,0.0,high,1.yml,2,984.0,0.8435,red,red,1,blue
2.5397905759162303,-1.1350379120121956,0.0,0.25,high,1.yml,2,1031.0,0.8353428571428572,red,red,1,blue
2.5471204188481673,-1.1408730259901776,0.0,0.5,high,1.yml,2,1045.0,0.8342571428571428,red,red,1,blue
2.638219895287958,-1.1260648845204568,0.25,0.0,high,1.yml,2,1219.0,0.8511142857142857,red,red,1,blue
2.644502617801047,-1.1270079004358264,0.25,0.25,high,1.yml,2,1231.0,0.8619571428571429,red,red,1,blue
2.6465968586387434,-1.1279013700058518,0.25,0.5,high,1.yml,2,1235.0,0.8543142857142857,red,red,1,blue
2.432984293193717,-1.1728859708946366,-0.25,0.0,high,1.yml,2,827.0,0.8102285714285714,red,red,1,blue
0.44293193717277485,0.8224485481591971,-0.25,0.25,high,1.yml,2,846.0,0.8152142857142857,red,red,1,blue
0.44031413612565445,0.819093866064988,-0.25,0.5,high,1.yml,2,841.0,0.8332142857142857,red,red,1,blue
2.686910994764398,-1.1338556965889053,0.5,0.0,high,1.yml,2,1312.0,0.8527571428571429,red,red,1,blue
2.68848167539267,-1.1327818444479036,0.5,0.25,high,1.yml,2,1315.0,0.8463,red,red,1,blue
2.68848167539267,-1.1336382156334297,0.5,0.5,high,1.yml,2,1315.0,0.8469428571428571,red,red,1,blue
0.40471204188481674,0.7310102099817661,-0.5,0.0,high,1.yml,2,773.0,0.7849142857142857,red,red,1,blue
0.4162303664921466,0.731136409536968,-0.5,0.25,high,1.yml,2,795.0,0.7801285714285714,red,red,1,blue
2.4104712041884815,-1.259444630525497,-0.5,0.5,high,1.yml,2,784.0,0.7719571428571429,red,red,1,blue
0.5513089005235602,0.8115736913644083,0.0,0.0,high,0-v.yml,2,1053.0,0.8290714285714286,red,purple,0-v,blue
2.5465968586387433,-1.1399642622883537,0.0,0.0,high,1-v.yml,2,1044.0,0.8305571428571429,red,orange,1-v,blue
0.543979057591623,0.8119489999745042,0.0,0.0,high,0-b.yml,2,1039.0,0.8383,red,blue,0-b,blue
2.5340314136125652,-1.136677035727704,0.0,0.0,high,1-b.yml,2,1020.0,0.8337142857142857,red,red,1-b,blue
0.5753926701570681,0.8213271151688767,0.0,0.0,high,0-c.yml,2,1099.0,0.8359571428571428,red,blue,0-c,blue
2.533507853403141,-1.1410290501417526,0.0,0.0,high,1-c.yml,2,1019.0,0.8483571428571428,red,red,1-c,blue
